Date,Close
2017-10-03,81.61933524943103
2017-10-02,77.20747929000233
2017-10-01,61.76598343200186
2017-09-30,58.457091462430334
2017-09-29,76.10451530014515
2017-09-28,78.31044327985951
2017-09-27,82.7222992392882
2017-09-26,83.82526322914539
2017-09-25,79.41340726971669
2017-09-24,60.66301944214469
2017-09-23,55.14819949285881
2017-09-22,70.58969535085927
2017-09-21,84.92822721900257
2017-09-20,83.82526322914539
2017-09-19,81.61933524943103
2017-09-18,82.7222992392882
2017-09-17,63.97191141171621
2017-09-16,56.25116348271598
2017-09-15,69.4867313610021
2017-09-14,86.03119120885974
2017-09-13,90.44304716828844
2017-09-12,97.0608311074315
2017-09-11,75.00155131028798
2017-09-10,58.457091462430334
2017-09-09,46.324487574001395
2017-09-08,66.17783939143057
2017-09-07,71.69265934071645
2017-09-06,72.79562333057362
2017-09-05,69.4867313610021
2017-09-04,57.35412747257316
2017-09-03,52.942271513144455
2017-09-02,46.324487574001395
2017-09-01,57.35412747257316
2017-08-31,68.38376737114493
2017-08-30,67.28080338128774
2017-08-29,59.560055452287514
2017-08-28,60.66301944214469
2017-08-27,47.427451563858575
2017-08-26,45.22152358414422
2017-08-25,56.25116348271598
2017-08-24,72.20298596288917
2017-08-23,62.96772031647312
2017-08-22,57.09073308693563
2017-08-21,53.73245467005706
2017-08-20,52.89288506583742
2017-08-19,41.97848021098208
2017-08-18,59.60944189959455
2017-08-17,63.80728992069276
2017-08-16,62.12815071225347
2017-08-15,70.52384675444989
2017-08-14,57.09073308693563
2017-08-13,46.17632823208029
2017-08-12,44.497189023641
2017-08-11,58.76987229537491
2017-08-10,55.41159387849634
2017-08-09,61.28858110803383
2017-08-08,55.41159387849634
2017-08-07,50.37417625317849
2017-08-06,50.37417625317849
2017-08-05,47.85546744051957
2017-08-04,55.41159387849634
2017-08-03,69.68427715023024
2017-08-02,67.16556833757133
2017-08-01,68.00513794179096
2017-07-31,62.12815071225347
2017-07-30,50.37417625317849
2017-07-29,48.69503704473921
2017-07-28,59.60944189959455
2017-07-27,61.28858110803383
2017-07-26,64.6468595249124
2017-07-25,59.60944189959455
2017-07-24,66.32599873335168
2017-07-23,52.89288506583742
2017-07-22,48.69503704473921
2017-07-21,52.89288506583742
2017-07-20,64.6468595249124
2017-07-19,67.16556833757133
2017-07-18,74.7216947755481
2017-07-17,63.80728992069276
2017-07-16,53.73245467005706
2017-07-15,51.21374585739814
2017-07-14,62.96772031647312
2017-07-13,67.16556833757133
2017-07-12,70.52384675444989
2017-07-11,63.80728992069276
2017-07-10,59.60944189959455
2017-07-09,52.89288506583742
2017-07-08,57.93030269115527
2017-07-07,60.44901150381419
